num_nodes,degree,edges,qw_weight,classic_weight,diferenca_entre_pesos
6,3,"[(0, 1, 17), (0, 2, 6), (0, 3, 17), (0, 4, 18), (0, 5, 11), (1, 2, 19), (1, 3, 9), (1, 4, 5), (1, 5, 15), (2, 3, 18), (2, 4, 2), (2, 5, 11), (3, 4, 16), (3, 5, 15), (4, 5, 17)]",33,33,0
6,4,"[(0, 1, 17), (0, 2, 6), (0, 3, 17), (0, 4, 18), (0, 5, 11), (1, 2, 19), (1, 3, 9), (1, 4, 5), (1, 5, 15), (2, 3, 18), (2, 4, 2), (2, 5, 11), (3, 4, 16), (3, 5, 15), (4, 5, 17)]",33,33,0
6,5,"[(0, 1, 17), (0, 2, 6), (0, 3, 17), (0, 4, 18), (0, 5, 11), (1, 2, 19), (1, 3, 9), (1, 4, 5), (1, 5, 15), (2, 3, 18), (2, 4, 2), (2, 5, 11), (3, 4, 16), (3, 5, 15), (4, 5, 17)]",33,33,0
6,2,"[(0, 1, 4), (0, 2, 14), (0, 3, 17), (0, 4, 19), (0, 5, 7), (1, 2, 17), (1, 3, 1), (1, 4, 18), (1, 5, 2), (2, 3, 8), (2, 4, 5), (2, 5, 10), (3, 4, 2), (3, 5, 1), (4, 5, 16)]",21,14,7
6,3,"[(0, 1, 4), (0, 2, 14), (0, 3, 17), (0, 4, 19), (0, 5, 7), (1, 2, 17), (1, 3, 1), (1, 4, 18), (1, 5, 2), (2, 3, 8), (2, 4, 5), (2, 5, 10), (3, 4, 2), (3, 5, 1), (4, 5, 16)]",13,13,0
6,4,"[(0, 1, 4), (0, 2, 14), (0, 3, 17), (0, 4, 19), (0, 5, 7), (1, 2, 17), (1, 3, 1), (1, 4, 18), (1, 5, 2), (2, 3, 8), (2, 4, 5), (2, 5, 10), (3, 4, 2), (3, 5, 1), (4, 5, 16)]",13,13,0
6,5,"[(0, 1, 4), (0, 2, 14), (0, 3, 17), (0, 4, 19), (0, 5, 7), (1, 2, 17), (1, 3, 1), (1, 4, 18), (1, 5, 2), (2, 3, 8), (2, 4, 5), (2, 5, 10), (3, 4, 2), (3, 5, 1), (4, 5, 16)]",13,13,0
6,2,"[(0, 1, 15), (0, 2, 2), (0, 3, 4), (0, 4, 16), (0, 5, 15), (1, 2, 7), (1, 3, 2), (1, 4, 1), (1, 5, 5), (2, 3, 11), (2, 4, 11), (2, 5, 3), (3, 4, 8), (3, 5, 2), (4, 5, 19)]",10,10,0
6,3,"[(0, 1, 15), (0, 2, 2), (0, 3, 4), (0, 4, 16), (0, 5, 15), (1, 2, 7), (1, 3, 2), (1, 4, 1), (1, 5, 5), (2, 3, 11), (2, 4, 11), (2, 5, 3), (3, 4, 8), (3, 5, 2), (4, 5, 19)]",10,10,0
6,4,"[(0, 1, 15), (0, 2, 2), (0, 3, 4), (0, 4, 16), (0, 5, 15), (1, 2, 7), (1, 3, 2), (1, 4, 1), (1, 5, 5), (2, 3, 11), (2, 4, 11), (2, 5, 3), (3, 4, 8), (3, 5, 2), (4, 5, 19)]",10,10,0
6,5,"[(0, 1, 15), (0, 2, 2), (0, 3, 4), (0, 4, 16), (0, 5, 15), (1, 2, 7), (1, 3, 2), (1, 4, 1), (1, 5, 5), (2, 3, 11), (2, 4, 11), (2, 5, 3), (3, 4, 8), (3, 5, 2), (4, 5, 19)]",10,10,0
6,2,"[(0, 1, 8), (0, 2, 3), (0, 3, 18), (0, 4, 12), (0, 5, 11), (1, 2, 17), (1, 3, 10), (1, 4, 13), (1, 5, 1), (2, 3, 13), (2, 4, 12), (2, 5, 5), (3, 4, 18), (3, 5, 13), (4, 5, 15)]",31,31,0
6,3,"[(0, 1, 8), (0, 2, 3), (0, 3, 18), (0, 4, 12), (0, 5, 11), (1, 2, 17), (1, 3, 10), (1, 4, 13), (1, 5, 1), (2, 3, 13), (2, 4, 12), (2, 5, 5), (3, 4, 18), (3, 5, 13), (4, 5, 15)]",31,31,0
6,4,"[(0, 1, 8), (0, 2, 3), (0, 3, 18), (0, 4, 12), (0, 5, 11), (1, 2, 17), (1, 3, 10), (1, 4, 13), (1, 5, 1), (2, 3, 13), (2, 4, 12), (2, 5, 5), (3, 4, 18), (3, 5, 13), (4, 5, 15)]",31,31,0
6,5,"[(0, 1, 8), (0, 2, 3), (0, 3, 18), (0, 4, 12), (0, 5, 11), (1, 2, 17), (1, 3, 10), (1, 4, 13), (1, 5, 1), (2, 3, 13), (2, 4, 12), (2, 5, 5), (3, 4, 18), (3, 5, 13), (4, 5, 15)]",31,31,0
6,2,"[(0, 1, 8), (0, 2, 18), (0, 3, 15), (0, 4, 6), (0, 5, 8), (1, 2, 13), (1, 3, 9), (1, 4, 1), (1, 5, 12), (2, 3, 1), (2, 4, 7), (2, 5, 6), (3, 4, 4), (3, 5, 16), (4, 5, 11)]",20,20,0
6,3,"[(0, 1, 8), (0, 2, 18), (0, 3, 15), (0, 4, 6), (0, 5, 8), (1, 2, 13), (1, 3, 9), (1, 4, 1), (1, 5, 12), (2, 3, 1), (2, 4, 7), (2, 5, 6), (3, 4, 4), (3, 5, 16), (4, 5, 11)]",18,18,0
6,4,"[(0, 1, 8), (0, 2, 18), (0, 3, 15), (0, 4, 6), (0, 5, 8), (1, 2, 13), (1, 3, 9), (1, 4, 1), (1, 5, 12), (2, 3, 1), (2, 4, 7), (2, 5, 6), (3, 4, 4), (3, 5, 16), (4, 5, 11)]",18,18,0
6,5,"[(0, 1, 8), (0, 2, 18), (0, 3, 15), (0, 4, 6), (0, 5, 8), (1, 2, 13), (1, 3, 9), (1, 4, 1), (1, 5, 12), (2, 3, 1), (2, 4, 7), (2, 5, 6), (3, 4, 4), (3, 5, 16), (4, 5, 11)]",18,18,0
6,2,"[(0, 1, 15), (0, 2, 12), (0, 3, 1), (0, 4, 17), (0, 5, 15), (1, 2, 2), (1, 3, 15), (1, 4, 2), (1, 5, 5), (2, 3, 1), (2, 4, 4), (2, 5, 7), (3, 4, 8), (3, 5, 17), (4, 5, 16)]",21,13,8
6,3,"[(0, 1, 15), (0, 2, 12), (0, 3, 1), (0, 4, 17), (0, 5, 15), (1, 2, 2), (1, 3, 15), (1, 4, 2), (1, 5, 5), (2, 3, 1), (2, 4, 4), (2, 5, 7), (3, 4, 8), (3, 5, 17), (4, 5, 16)]",11,11,0
6,4,"[(0, 1, 15), (0, 2, 12), (0, 3, 1), (0, 4, 17), (0, 5, 15), (1, 2, 2), (1, 3, 15), (1, 4, 2), (1, 5, 5), (2, 3, 1), (2, 4, 4), (2, 5, 7), (3, 4, 8), (3, 5, 17), (4, 5, 16)]",11,11,0
6,5,"[(0, 1, 15), (0, 2, 12), (0, 3, 1), (0, 4, 17), (0, 5, 15), (1, 2, 2), (1, 3, 15), (1, 4, 2), (1, 5, 5), (2, 3, 1), (2, 4, 4), (2, 5, 7), (3, 4, 8), (3, 5, 17), (4, 5, 16)]",11,11,0
6,2,"[(0, 1, 10), (0, 2, 18), (0, 3, 18), (0, 4, 11), (0, 5, 19), (1, 2, 13), (1, 3, 18), (1, 4, 8), (1, 5, 17), (2, 3, 18), (2, 4, 16), (2, 5, 10), (3, 4, 16), (3, 5, 17), (4, 5, 7)]",53,53,0
6,3,"[(0, 1, 10), (0, 2, 18), (0, 3, 18), (0, 4, 11), (0, 5, 19), (1, 2, 13), (1, 3, 18), (1, 4, 8), (1, 5, 17), (2, 3, 18), (2, 4, 16), (2, 5, 10), (3, 4, 16), (3, 5, 17), (4, 5, 7)]",51,51,0
6,4,"[(0, 1, 10), (0, 2, 18), (0, 3, 18), (0, 4, 11), (0, 5, 19), (1, 2, 13), (1, 3, 18), (1, 4, 8), (1, 5, 17), (2, 3, 18), (2, 4, 16), (2, 5, 10), (3, 4, 16), (3, 5, 17), (4, 5, 7)]",51,51,0
6,5,"[(0, 1, 10), (0, 2, 18), (0, 3, 18), (0, 4, 11), (0, 5, 19), (1, 2, 13), (1, 3, 18), (1, 4, 8), (1, 5, 17), (2, 3, 18), (2, 4, 16), (2, 5, 10), (3, 4, 16), (3, 5, 17), (4, 5, 7)]",51,51,0
6,2,"[(0, 1, 6), (0, 2, 8), (0, 3, 9), (0, 4, 17), (0, 5, 11), (1, 2, 9), (1, 3, 16), (1, 4, 4), (1, 5, 11), (2, 3, 1), (2, 4, 11), (2, 5, 4), (3, 4, 19), (3, 5, 11), (4, 5, 15)]",24,24,0
6,3,"[(0, 1, 6), (0, 2, 8), (0, 3, 9), (0, 4, 17), (0, 5, 11), (1, 2, 9), (1, 3, 16), (1, 4, 4), (1, 5, 11), (2, 3, 1), (2, 4, 11), (2, 5, 4), (3, 4, 19), (3, 5, 11), (4, 5, 15)]",23,23,0
6,4,"[(0, 1, 6), (0, 2, 8), (0, 3, 9), (0, 4, 17), (0, 5, 11), (1, 2, 9), (1, 3, 16), (1, 4, 4), (1, 5, 11), (2, 3, 1), (2, 4, 11), (2, 5, 4), (3, 4, 19), (3, 5, 11), (4, 5, 15)]",23,23,0
6,5,"[(0, 1, 6), (0, 2, 8), (0, 3, 9), (0, 4, 17), (0, 5, 11), (1, 2, 9), (1, 3, 16), (1, 4, 4), (1, 5, 11), (2, 3, 1), (2, 4, 11), (2, 5, 4), (3, 4, 19), (3, 5, 11), (4, 5, 15)]",23,23,0
6,2,"[(0, 1, 3), (0, 2, 3), (0, 3, 9), (0, 4, 10), (0, 5, 9), (1, 2, 5), (1, 3, 7), (1, 4, 11), (1, 5, 2), (2, 3, 11), (2, 4, 7), (2, 5, 6), (3, 4, 11), (3, 5, 6), (4, 5, 18)]",21,21,0
6,3,"[(0, 1, 3), (0, 2, 3), (0, 3, 9), (0, 4, 10), (0, 5, 9), (1, 2, 5), (1, 3, 7), (1, 4, 11), (1, 5, 2), (2, 3, 11), (2, 4, 7), (2, 5, 6), (3, 4, 11), (3, 5, 6), (4, 5, 18)]",21,21,0
6,4,"[(0, 1, 3), (0, 2, 3), (0, 3, 9), (0, 4, 10), (0, 5, 9), (1, 2, 5), (1, 3, 7), (1, 4, 11), (1, 5, 2), (2, 3, 11), (2, 4, 7), (2, 5, 6), (3, 4, 11), (3, 5, 6), (4, 5, 18)]",21,21,0
6,5,"[(0, 1, 3), (0, 2, 3), (0, 3, 9), (0, 4, 10), (0, 5, 9), (1, 2, 5), (1, 3, 7), (1, 4, 11), (1, 5, 2), (2, 3, 11), (2, 4, 7), (2, 5, 6), (3, 4, 11), (3, 5, 6), (4, 5, 18)]",21,21,0
6,2,"[(0, 1, 10), (0, 2, 10), (0, 3, 17), (0, 4, 13), (0, 5, 3), (1, 2, 12), (1, 3, 1), (1, 4, 10), (1, 5, 12), (2, 3, 15), (2, 4, 1), (2, 5, 7), (3, 4, 6), (3, 5, 18), (4, 5, 5)]",20,18,2
6,3,"[(0, 1, 10), (0, 2, 10), (0, 3, 17), (0, 4, 13), (0, 5, 3), (1, 2, 12), (1, 3, 1), (1, 4, 10), (1, 5, 12), (2, 3, 15), (2, 4, 1), (2, 5, 7), (3, 4, 6), (3, 5, 18), (4, 5, 5)]",16,16,0
6,4,"[(0, 1, 10), (0, 2, 10), (0, 3, 17), (0, 4, 13), (0, 5, 3), (1, 2, 12), (1, 3, 1), (1, 4, 10), (1, 5, 12), (2, 3, 15), (2, 4, 1), (2, 5, 7), (3, 4, 6), (3, 5, 18), (4, 5, 5)]",16,16,0
6,5,"[(0, 1, 10), (0, 2, 10), (0, 3, 17), (0, 4, 13), (0, 5, 3), (1, 2, 12), (1, 3, 1), (1, 4, 10), (1, 5, 12), (2, 3, 15), (2, 4, 1), (2, 5, 7), (3, 4, 6), (3, 5, 18), (4, 5, 5)]",16,16,0
6,2,"[(0, 1, 6), (0, 2, 17), (0, 3, 5), (0, 4, 7), (0, 5, 6), (1, 2, 10), (1, 3, 2), (1, 4, 16), (1, 5, 9), (2, 3, 5), (2, 4, 16), (2, 5, 19), (3, 4, 16), (3, 5, 17), (4, 5, 9)]",32,28,4
6,3,"[(0, 1, 6), (0, 2, 17), (0, 3, 5), (0, 4, 7), (0, 5, 6), (1, 2, 10), (1, 3, 2), (1, 4, 16), (1, 5, 9), (2, 3, 5), (2, 4, 16), (2, 5, 19), (3, 4, 16), (3, 5, 17), (4, 5, 9)]",25,25,0
6,4,"[(0, 1, 6), (0, 2, 17), (0, 3, 5), (0, 4, 7), (0, 5, 6), (1, 2, 10), (1, 3, 2), (1, 4, 16), (1, 5, 9), (2, 3, 5), (2, 4, 16), (2, 5, 19), (3, 4, 16), (3, 5, 17), (4, 5, 9)]",25,25,0
6,5,"[(0, 1, 6), (0, 2, 17), (0, 3, 5), (0, 4, 7), (0, 5, 6), (1, 2, 10), (1, 3, 2), (1, 4, 16), (1, 5, 9), (2, 3, 5), (2, 4, 16), (2, 5, 19), (3, 4, 16), (3, 5, 17), (4, 5, 9)]",25,25,0
6,2,"[(0, 1, 2), (0, 2, 19), (0, 3, 19), (0, 4, 14), (0, 5, 7), (1, 2, 10), (1, 3, 2), (1, 4, 10), (1, 5, 9), (2, 3, 10), (2, 4, 16), (2, 5, 17), (3, 4, 12), (3, 5, 10), (4, 5, 3)]",24,24,0
6,3,"[(0, 1, 2), (0, 2, 19), (0, 3, 19), (0, 4, 14), (0, 5, 7), (1, 2, 10), (1, 3, 2), (1, 4, 10), (1, 5, 9), (2, 3, 10), (2, 4, 16), (2, 5, 17), (3, 4, 12), (3, 5, 10), (4, 5, 3)]",24,24,0
6,4,"[(0, 1, 2), (0, 2, 19), (0, 3, 19), (0, 4, 14), (0, 5, 7), (1, 2, 10), (1, 3, 2), (1, 4, 10), (1, 5, 9), (2, 3, 10), (2, 4, 16), (2, 5, 17), (3, 4, 12), (3, 5, 10), (4, 5, 3)]",24,24,0
6,5,"[(0, 1, 2), (0, 2, 19), (0, 3, 19), (0, 4, 14), (0, 5, 7), (1, 2, 10), (1, 3, 2), (1, 4, 10), (1, 5, 9), (2, 3, 10), (2, 4, 16), (2, 5, 17), (3, 4, 12), (3, 5, 10), (4, 5, 3)]",24,24,0
6,2,"[(0, 1, 3), (0, 2, 13), (0, 3, 14), (0, 4, 8), (0, 5, 11), (1, 2, 5), (1, 3, 14), (1, 4, 11), (1, 5, 9), (2, 3, 5), (2, 4, 8), (2, 5, 6), (3, 4, 10), (3, 5, 1), (4, 5, 9)]",22,22,0
6,3,"[(0, 1, 3), (0, 2, 13), (0, 3, 14), (0, 4, 8), (0, 5, 11), (1, 2, 5), (1, 3, 14), (1, 4, 11), (1, 5, 9), (2, 3, 5), (2, 4, 8), (2, 5, 6), (3, 4, 10), (3, 5, 1), (4, 5, 9)]",22,22,0
6,4,"[(0, 1, 3), (0, 2, 13), (0, 3, 14), (0, 4, 8), (0, 5, 11), (1, 2, 5), (1, 3, 14), (1, 4, 11), (1, 5, 9), (2, 3, 5), (2, 4, 8), (2, 5, 6), (3, 4, 10), (3, 5, 1), (4, 5, 9)]",22,22,0
6,5,"[(0, 1, 3), (0, 2, 13), (0, 3, 14), (0, 4, 8), (0, 5, 11), (1, 2, 5), (1, 3, 14), (1, 4, 11), (1, 5, 9), (2, 3, 5), (2, 4, 8), (2, 5, 6), (3, 4, 10), (3, 5, 1), (4, 5, 9)]",22,22,0
6,2,"[(0, 1, 8), (0, 2, 14), (0, 3, 9), (0, 4, 15), (0, 5, 7), (1, 2, 1), (1, 3, 6), (1, 4, 19), (1, 5, 8), (2, 3, 15), (2, 4, 19), (2, 5, 4), (3, 4, 19), (3, 5, 6), (4, 5, 18)]",34,33,1
6,3,"[(0, 1, 8), (0, 2, 14), (0, 3, 9), (0, 4, 15), (0, 5, 7), (1, 2, 1), (1, 3, 6), (1, 4, 19), (1, 5, 8), (2, 3, 15), (2, 4, 19), (2, 5, 4), (3, 4, 19), (3, 5, 6), (4, 5, 18)]",33,33,0
6,4,"[(0, 1, 8), (0, 2, 14), (0, 3, 9), (0, 4, 15), (0, 5, 7), (1, 2, 1), (1, 3, 6), (1, 4, 19), (1, 5, 8), (2, 3, 15), (2, 4, 19), (2, 5, 4), (3, 4, 19), (3, 5, 6), (4, 5, 18)]",33,33,0
6,5,"[(0, 1, 8), (0, 2, 14), (0, 3, 9), (0, 4, 15), (0, 5, 7), (1, 2, 1), (1, 3, 6), (1, 4, 19), (1, 5, 8), (2, 3, 15), (2, 4, 19), (2, 5, 4), (3, 4, 19), (3, 5, 6), (4, 5, 18)]",33,33,0
6,2,"[(0, 1, 11), (0, 2, 4), (0, 3, 2), (0, 4, 1), (0, 5, 6), (1, 2, 8), (1, 3, 5), (1, 4, 11), (1, 5, 6), (2, 3, 7), (2, 4, 11), (2, 5, 12), (3, 4, 18), (3, 5, 9), (4, 5, 6)]",25,22,3
6,3,"[(0, 1, 11), (0, 2, 4), (0, 3, 2), (0, 4, 1), (0, 5, 6), (1, 2, 8), (1, 3, 5), (1, 4, 11), (1, 5, 6), (2, 3, 7), (2, 4, 11), (2, 5, 12), (3, 4, 18), (3, 5, 9), (4, 5, 6)]",18,18,0
6,4,"[(0, 1, 11), (0, 2, 4), (0, 3, 2), (0, 4, 1), (0, 5, 6), (1, 2, 8), (1, 3, 5), (1, 4, 11), (1, 5, 6), (2, 3, 7), (2, 4, 11), (2, 5, 12), (3, 4, 18), (3, 5, 9), (4, 5, 6)]",18,18,0
6,5,"[(0, 1, 11), (0, 2, 4), (0, 3, 2), (0, 4, 1), (0, 5, 6), (1, 2, 8), (1, 3, 5), (1, 4, 11), (1, 5, 6), (2, 3, 7), (2, 4, 11), (2, 5, 12), (3, 4, 18), (3, 5, 9), (4, 5, 6)]",18,18,0
6,2,"[(0, 1, 2), (0, 2, 14), (0, 3, 18), (0, 4, 5), (0, 5, 7), (1, 2, 18), (1, 3, 3), (1, 4, 13), (1, 5, 1), (2, 3, 13), (2, 4, 12), (2, 5, 4), (3, 4, 14), (3, 5, 10), (4, 5, 8)]",25,22,3
6,3,"[(0, 1, 2), (0, 2, 14), (0, 3, 18), (0, 4, 5), (0, 5, 7), (1, 2, 18), (1, 3, 3), (1, 4, 13), (1, 5, 1), (2, 3, 13), (2, 4, 12), (2, 5, 4), (3, 4, 14), (3, 5, 10), (4, 5, 8)]",15,15,0
6,4,"[(0, 1, 2), (0, 2, 14), (0, 3, 18), (0, 4, 5), (0, 5, 7), (1, 2, 18), (1, 3, 3), (1, 4, 13), (1, 5, 1), (2, 3, 13), (2, 4, 12), (2, 5, 4), (3, 4, 14), (3, 5, 10), (4, 5, 8)]",15,15,0
6,5,"[(0, 1, 2), (0, 2, 14), (0, 3, 18), (0, 4, 5), (0, 5, 7), (1, 2, 18), (1, 3, 3), (1, 4, 13), (1, 5, 1), (2, 3, 13), (2, 4, 12), (2, 5, 4), (3, 4, 14), (3, 5, 10), (4, 5, 8)]",15,15,0
6,2,"[(0, 1, 15), (0, 2, 15), (0, 3, 7), (0, 4, 1), (0, 5, 8), (1, 2, 14), (1, 3, 3), (1, 4, 19), (1, 5, 14), (2, 3, 1), (2, 4, 7), (2, 5, 15), (3, 4, 9), (3, 5, 18), (4, 5, 7)]",26,20,6
6,3,"[(0, 1, 15), (0, 2, 15), (0, 3, 7), (0, 4, 1), (0, 5, 8), (1, 2, 14), (1, 3, 3), (1, 4, 19), (1, 5, 14), (2, 3, 1), (2, 4, 7), (2, 5, 15), (3, 4, 9), (3, 5, 18), (4, 5, 7)]",19,19,0
6,4,"[(0, 1, 15), (0, 2, 15), (0, 3, 7), (0, 4, 1), (0, 5, 8), (1, 2, 14), (1, 3, 3), (1, 4, 19), (1, 5, 14), (2, 3, 1), (2, 4, 7), (2, 5, 15), (3, 4, 9), (3, 5, 18), (4, 5, 7)]",19,19,0
6,5,"[(0, 1, 15), (0, 2, 15), (0, 3, 7), (0, 4, 1), (0, 5, 8), (1, 2, 14), (1, 3, 3), (1, 4, 19), (1, 5, 14), (2, 3, 1), (2, 4, 7), (2, 5, 15), (3, 4, 9), (3, 5, 18), (4, 5, 7)]",19,19,0
6,2,"[(0, 1, 11), (0, 2, 15), (0, 3, 16), (0, 4, 18), (0, 5, 9), (1, 2, 19), (1, 3, 4), (1, 4, 14), (1, 5, 18), (2, 3, 6), (2, 4, 9), (2, 5, 10), (3, 4, 7), (3, 5, 2), (4, 5, 17)]",38,36,2
6,3,"[(0, 1, 11), (0, 2, 15), (0, 3, 16), (0, 4, 18), (0, 5, 9), (1, 2, 19), (1, 3, 4), (1, 4, 14), (1, 5, 18), (2, 3, 6), (2, 4, 9), (2, 5, 10), (3, 4, 7), (3, 5, 2), (4, 5, 17)]",30,30,0
6,4,"[(0, 1, 11), (0, 2, 15), (0, 3, 16), (0, 4, 18), (0, 5, 9), (1, 2, 19), (1, 3, 4), (1, 4, 14), (1, 5, 18), (2, 3, 6), (2, 4, 9), (2, 5, 10), (3, 4, 7), (3, 5, 2), (4, 5, 17)]",28,28,0
6,5,"[(0, 1, 11), (0, 2, 15), (0, 3, 16), (0, 4, 18), (0, 5, 9), (1, 2, 19), (1, 3, 4), (1, 4, 14), (1, 5, 18), (2, 3, 6), (2, 4, 9), (2, 5, 10), (3, 4, 7), (3, 5, 2), (4, 5, 17)]",28,28,0
6,2,"[(0, 1, 6), (0, 2, 12), (0, 3, 19), (0, 4, 2), (0, 5, 12), (1, 2, 10), (1, 3, 8), (1, 4, 18), (1, 5, 7), (2, 3, 8), (2, 4, 8), (2, 5, 9), (3, 4, 9), (3, 5, 11), (4, 5, 3)]",27,27,0
6,3,"[(0, 1, 6), (0, 2, 12), (0, 3, 19), (0, 4, 2), (0, 5, 12), (1, 2, 10), (1, 3, 8), (1, 4, 18), (1, 5, 7), (2, 3, 8), (2, 4, 8), (2, 5, 9), (3, 4, 9), (3, 5, 11), (4, 5, 3)]",27,27,0
6,4,"[(0, 1, 6), (0, 2, 12), (0, 3, 19), (0, 4, 2), (0, 5, 12), (1, 2, 10), (1, 3, 8), (1, 4, 18), (1, 5, 7), (2, 3, 8), (2, 4, 8), (2, 5, 9), (3, 4, 9), (3, 5, 11), (4, 5, 3)]",27,27,0
6,5,"[(0, 1, 6), (0, 2, 12), (0, 3, 19), (0, 4, 2), (0, 5, 12), (1, 2, 10), (1, 3, 8), (1, 4, 18), (1, 5, 7), (2, 3, 8), (2, 4, 8), (2, 5, 9), (3, 4, 9), (3, 5, 11), (4, 5, 3)]",27,27,0
6,2,"[(0, 1, 8), (0, 2, 2), (0, 3, 14), (0, 4, 18), (0, 5, 11), (1, 2, 1), (1, 3, 7), (1, 4, 8), (1, 5, 18), (2, 3, 14), (2, 4, 10), (2, 5, 15), (3, 4, 19), (3, 5, 6), (4, 5, 5)]",21,21,0
6,3,"[(0, 1, 8), (0, 2, 2), (0, 3, 14), (0, 4, 18), (0, 5, 11), (1, 2, 1), (1, 3, 7), (1, 4, 8), (1, 5, 18), (2, 3, 14), (2, 4, 10), (2, 5, 15), (3, 4, 19), (3, 5, 6), (4, 5, 5)]",21,21,0
6,4,"[(0, 1, 8), (0, 2, 2), (0, 3, 14), (0, 4, 18), (0, 5, 11), (1, 2, 1), (1, 3, 7), (1, 4, 8), (1, 5, 18), (2, 3, 14), (2, 4, 10), (2, 5, 15), (3, 4, 19), (3, 5, 6), (4, 5, 5)]",21,21,0
6,5,"[(0, 1, 8), (0, 2, 2), (0, 3, 14), (0, 4, 18), (0, 5, 11), (1, 2, 1), (1, 3, 7), (1, 4, 8), (1, 5, 18), (2, 3, 14), (2, 4, 10), (2, 5, 15), (3, 4, 19), (3, 5, 6), (4, 5, 5)]",21,21,0
6,2,"[(0, 1, 2), (0, 2, 19), (0, 3, 11), (0, 4, 5), (0, 5, 3), (1, 2, 15), (1, 3, 8), (1, 4, 7), (1, 5, 15), (2, 3, 10), (2, 4, 18), (2, 5, 11), (3, 4, 11), (3, 5, 13), (4, 5, 6)]",29,29,0
