num_nodes,degree,edges,qw_weight,classic_weight,diferenca_entre_pesos
8,6,"[(0, 1, 3), (0, 2, 9), (0, 3, 15), (0, 4, 8), (0, 5, 18), (0, 6, 13), (0, 7, 4), (1, 2, 17), (1, 3, 8), (1, 4, 10), (1, 5, 1), (1, 6, 16), (1, 7, 10), (2, 3, 4), (2, 4, 9), (2, 5, 8), (2, 6, 6), (2, 7, 9), (3, 4, 4), (3, 5, 14), (3, 6, 11), (3, 7, 2), (4, 5, 7), (4, 6, 17), (4, 7, 16), (5, 6, 19), (5, 7, 7), (6, 7, 8)]",24,24,0
8,7,"[(0, 1, 3), (0, 2, 9), (0, 3, 15), (0, 4, 8), (0, 5, 18), (0, 6, 13), (0, 7, 4), (1, 2, 17), (1, 3, 8), (1, 4, 10), (1, 5, 1), (1, 6, 16), (1, 7, 10), (2, 3, 4), (2, 4, 9), (2, 5, 8), (2, 6, 6), (2, 7, 9), (3, 4, 4), (3, 5, 14), (3, 6, 11), (3, 7, 2), (4, 5, 7), (4, 6, 17), (4, 7, 16), (5, 6, 19), (5, 7, 7), (6, 7, 8)]",24,24,0
8,2,"[(0, 1, 12), (0, 2, 4), (0, 3, 6), (0, 4, 5), (0, 5, 13), (0, 6, 13), (0, 7, 7), (1, 2, 14), (1, 3, 17), (1, 4, 12), (1, 5, 5), (1, 6, 18), (1, 7, 7), (2, 3, 6), (2, 4, 17), (2, 5, 3), (2, 6, 10), (2, 7, 17), (3, 4, 10), (3, 5, 18), (3, 6, 13), (3, 7, 1), (4, 5, 10), (4, 6, 5), (4, 7, 8), (5, 6, 7), (5, 7, 16), (6, 7, 14)]",30,30,0
8,3,"[(0, 1, 12), (0, 2, 4), (0, 3, 6), (0, 4, 5), (0, 5, 13), (0, 6, 13), (0, 7, 7), (1, 2, 14), (1, 3, 17), (1, 4, 12), (1, 5, 5), (1, 6, 18), (1, 7, 7), (2, 3, 6), (2, 4, 17), (2, 5, 3), (2, 6, 10), (2, 7, 17), (3, 4, 10), (3, 5, 18), (3, 6, 13), (3, 7, 1), (4, 5, 10), (4, 6, 5), (4, 7, 8), (5, 6, 7), (5, 7, 16), (6, 7, 14)]",29,29,0
8,4,"[(0, 1, 12), (0, 2, 4), (0, 3, 6), (0, 4, 5), (0, 5, 13), (0, 6, 13), (0, 7, 7), (1, 2, 14), (1, 3, 17), (1, 4, 12), (1, 5, 5), (1, 6, 18), (1, 7, 7), (2, 3, 6), (2, 4, 17), (2, 5, 3), (2, 6, 10), (2, 7, 17), (3, 4, 10), (3, 5, 18), (3, 6, 13), (3, 7, 1), (4, 5, 10), (4, 6, 5), (4, 7, 8), (5, 6, 7), (5, 7, 16), (6, 7, 14)]",29,29,0
8,5,"[(0, 1, 12), (0, 2, 4), (0, 3, 6), (0, 4, 5), (0, 5, 13), (0, 6, 13), (0, 7, 7), (1, 2, 14), (1, 3, 17), (1, 4, 12), (1, 5, 5), (1, 6, 18), (1, 7, 7), (2, 3, 6), (2, 4, 17), (2, 5, 3), (2, 6, 10), (2, 7, 17), (3, 4, 10), (3, 5, 18), (3, 6, 13), (3, 7, 1), (4, 5, 10), (4, 6, 5), (4, 7, 8), (5, 6, 7), (5, 7, 16), (6, 7, 14)]",29,29,0
8,6,"[(0, 1, 12), (0, 2, 4), (0, 3, 6), (0, 4, 5), (0, 5, 13), (0, 6, 13), (0, 7, 7), (1, 2, 14), (1, 3, 17), (1, 4, 12), (1, 5, 5), (1, 6, 18), (1, 7, 7), (2, 3, 6), (2, 4, 17), (2, 5, 3), (2, 6, 10), (2, 7, 17), (3, 4, 10), (3, 5, 18), (3, 6, 13), (3, 7, 1), (4, 5, 10), (4, 6, 5), (4, 7, 8), (5, 6, 7), (5, 7, 16), (6, 7, 14)]",29,29,0
8,7,"[(0, 1, 12), (0, 2, 4), (0, 3, 6), (0, 4, 5), (0, 5, 13), (0, 6, 13), (0, 7, 7), (1, 2, 14), (1, 3, 17), (1, 4, 12), (1, 5, 5), (1, 6, 18), (1, 7, 7), (2, 3, 6), (2, 4, 17), (2, 5, 3), (2, 6, 10), (2, 7, 17), (3, 4, 10), (3, 5, 18), (3, 6, 13), (3, 7, 1), (4, 5, 10), (4, 6, 5), (4, 7, 8), (5, 6, 7), (5, 7, 16), (6, 7, 14)]",29,29,0
8,2,"[(0, 1, 5), (0, 2, 3), (0, 3, 15), (0, 4, 3), (0, 5, 11), (0, 6, 12), (0, 7, 5), (1, 2, 5), (1, 3, 4), (1, 4, 9), (1, 5, 13), (1, 6, 17), (1, 7, 16), (2, 3, 17), (2, 4, 11), (2, 5, 14), (2, 6, 3), (2, 7, 2), (3, 4, 12), (3, 5, 16), (3, 6, 3), (3, 7, 2), (4, 5, 16), (4, 6, 10), (4, 7, 4), (5, 6, 15), (5, 7, 6), (6, 7, 12)]",35,26,9
8,3,"[(0, 1, 5), (0, 2, 3), (0, 3, 15), (0, 4, 3), (0, 5, 11), (0, 6, 12), (0, 7, 5), (1, 2, 5), (1, 3, 4), (1, 4, 9), (1, 5, 13), (1, 6, 17), (1, 7, 16), (2, 3, 17), (2, 4, 11), (2, 5, 14), (2, 6, 3), (2, 7, 2), (3, 4, 12), (3, 5, 16), (3, 6, 3), (3, 7, 2), (4, 5, 16), (4, 6, 10), (4, 7, 4), (5, 6, 15), (5, 7, 6), (6, 7, 12)]",23,23,0
8,4,"[(0, 1, 5), (0, 2, 3), (0, 3, 15), (0, 4, 3), (0, 5, 11), (0, 6, 12), (0, 7, 5), (1, 2, 5), (1, 3, 4), (1, 4, 9), (1, 5, 13), (1, 6, 17), (1, 7, 16), (2, 3, 17), (2, 4, 11), (2, 5, 14), (2, 6, 3), (2, 7, 2), (3, 4, 12), (3, 5, 16), (3, 6, 3), (3, 7, 2), (4, 5, 16), (4, 6, 10), (4, 7, 4), (5, 6, 15), (5, 7, 6), (6, 7, 12)]",23,23,0
8,5,"[(0, 1, 5), (0, 2, 3), (0, 3, 15), (0, 4, 3), (0, 5, 11), (0, 6, 12), (0, 7, 5), (1, 2, 5), (1, 3, 4), (1, 4, 9), (1, 5, 13), (1, 6, 17), (1, 7, 16), (2, 3, 17), (2, 4, 11), (2, 5, 14), (2, 6, 3), (2, 7, 2), (3, 4, 12), (3, 5, 16), (3, 6, 3), (3, 7, 2), (4, 5, 16), (4, 6, 10), (4, 7, 4), (5, 6, 15), (5, 7, 6), (6, 7, 12)]",23,23,0
8,6,"[(0, 1, 5), (0, 2, 3), (0, 3, 15), (0, 4, 3), (0, 5, 11), (0, 6, 12), (0, 7, 5), (1, 2, 5), (1, 3, 4), (1, 4, 9), (1, 5, 13), (1, 6, 17), (1, 7, 16), (2, 3, 17), (2, 4, 11), (2, 5, 14), (2, 6, 3), (2, 7, 2), (3, 4, 12), (3, 5, 16), (3, 6, 3), (3, 7, 2), (4, 5, 16), (4, 6, 10), (4, 7, 4), (5, 6, 15), (5, 7, 6), (6, 7, 12)]",23,23,0
8,7,"[(0, 1, 5), (0, 2, 3), (0, 3, 15), (0, 4, 3), (0, 5, 11), (0, 6, 12), (0, 7, 5), (1, 2, 5), (1, 3, 4), (1, 4, 9), (1, 5, 13), (1, 6, 17), (1, 7, 16), (2, 3, 17), (2, 4, 11), (2, 5, 14), (2, 6, 3), (2, 7, 2), (3, 4, 12), (3, 5, 16), (3, 6, 3), (3, 7, 2), (4, 5, 16), (4, 6, 10), (4, 7, 4), (5, 6, 15), (5, 7, 6), (6, 7, 12)]",23,23,0
8,2,"[(0, 1, 13), (0, 2, 11), (0, 3, 3), (0, 4, 1), (0, 5, 7), (0, 6, 10), (0, 7, 18), (1, 2, 5), (1, 3, 14), (1, 4, 13), (1, 5, 16), (1, 6, 16), (1, 7, 3), (2, 3, 7), (2, 4, 10), (2, 5, 5), (2, 6, 4), (2, 7, 9), (3, 4, 8), (3, 5, 2), (3, 6, 10), (3, 7, 7), (4, 5, 14), (4, 6, 15), (4, 7, 5), (5, 6, 14), (5, 7, 3), (6, 7, 16)]",21,21,0
8,3,"[(0, 1, 13), (0, 2, 11), (0, 3, 3), (0, 4, 1), (0, 5, 7), (0, 6, 10), (0, 7, 18), (1, 2, 5), (1, 3, 14), (1, 4, 13), (1, 5, 16), (1, 6, 16), (1, 7, 3), (2, 3, 7), (2, 4, 10), (2, 5, 5), (2, 6, 4), (2, 7, 9), (3, 4, 8), (3, 5, 2), (3, 6, 10), (3, 7, 7), (4, 5, 14), (4, 6, 15), (4, 7, 5), (5, 6, 14), (5, 7, 3), (6, 7, 16)]",21,21,0
8,4,"[(0, 1, 13), (0, 2, 11), (0, 3, 3), (0, 4, 1), (0, 5, 7), (0, 6, 10), (0, 7, 18), (1, 2, 5), (1, 3, 14), (1, 4, 13), (1, 5, 16), (1, 6, 16), (1, 7, 3), (2, 3, 7), (2, 4, 10), (2, 5, 5), (2, 6, 4), (2, 7, 9), (3, 4, 8), (3, 5, 2), (3, 6, 10), (3, 7, 7), (4, 5, 14), (4, 6, 15), (4, 7, 5), (5, 6, 14), (5, 7, 3), (6, 7, 16)]",21,21,0
8,5,"[(0, 1, 13), (0, 2, 11), (0, 3, 3), (0, 4, 1), (0, 5, 7), (0, 6, 10), (0, 7, 18), (1, 2, 5), (1, 3, 14), (1, 4, 13), (1, 5, 16), (1, 6, 16), (1, 7, 3), (2, 3, 7), (2, 4, 10), (2, 5, 5), (2, 6, 4), (2, 7, 9), (3, 4, 8), (3, 5, 2), (3, 6, 10), (3, 7, 7), (4, 5, 14), (4, 6, 15), (4, 7, 5), (5, 6, 14), (5, 7, 3), (6, 7, 16)]",21,21,0
8,6,"[(0, 1, 13), (0, 2, 11), (0, 3, 3), (0, 4, 1), (0, 5, 7), (0, 6, 10), (0, 7, 18), (1, 2, 5), (1, 3, 14), (1, 4, 13), (1, 5, 16), (1, 6, 16), (1, 7, 3), (2, 3, 7), (2, 4, 10), (2, 5, 5), (2, 6, 4), (2, 7, 9), (3, 4, 8), (3, 5, 2), (3, 6, 10), (3, 7, 7), (4, 5, 14), (4, 6, 15), (4, 7, 5), (5, 6, 14), (5, 7, 3), (6, 7, 16)]",21,21,0
8,7,"[(0, 1, 13), (0, 2, 11), (0, 3, 3), (0, 4, 1), (0, 5, 7), (0, 6, 10), (0, 7, 18), (1, 2, 5), (1, 3, 14), (1, 4, 13), (1, 5, 16), (1, 6, 16), (1, 7, 3), (2, 3, 7), (2, 4, 10), (2, 5, 5), (2, 6, 4), (2, 7, 9), (3, 4, 8), (3, 5, 2), (3, 6, 10), (3, 7, 7), (4, 5, 14), (4, 6, 15), (4, 7, 5), (5, 6, 14), (5, 7, 3), (6, 7, 16)]",21,21,0
8,2,"[(0, 1, 2), (0, 2, 3), (0, 3, 12), (0, 4, 12), (0, 5, 17), (0, 6, 17), (0, 7, 18), (1, 2, 17), (1, 3, 2), (1, 4, 17), (1, 5, 19), (1, 6, 6), (1, 7, 12), (2, 3, 14), (2, 4, 2), (2, 5, 5), (2, 6, 16), (2, 7, 6), (3, 4, 8), (3, 5, 19), (3, 6, 2), (3, 7, 11), (4, 5, 11), (4, 6, 4), (4, 7, 6), (5, 6, 1), (5, 7, 11), (6, 7, 12)]",18,18,0
8,3,"[(0, 1, 2), (0, 2, 3), (0, 3, 12), (0, 4, 12), (0, 5, 17), (0, 6, 17), (0, 7, 18), (1, 2, 17), (1, 3, 2), (1, 4, 17), (1, 5, 19), (1, 6, 6), (1, 7, 12), (2, 3, 14), (2, 4, 2), (2, 5, 5), (2, 6, 16), (2, 7, 6), (3, 4, 8), (3, 5, 19), (3, 6, 2), (3, 7, 11), (4, 5, 11), (4, 6, 4), (4, 7, 6), (5, 6, 1), (5, 7, 11), (6, 7, 12)]",18,18,0
8,4,"[(0, 1, 2), (0, 2, 3), (0, 3, 12), (0, 4, 12), (0, 5, 17), (0, 6, 17), (0, 7, 18), (1, 2, 17), (1, 3, 2), (1, 4, 17), (1, 5, 19), (1, 6, 6), (1, 7, 12), (2, 3, 14), (2, 4, 2), (2, 5, 5), (2, 6, 16), (2, 7, 6), (3, 4, 8), (3, 5, 19), (3, 6, 2), (3, 7, 11), (4, 5, 11), (4, 6, 4), (4, 7, 6), (5, 6, 1), (5, 7, 11), (6, 7, 12)]",18,18,0
8,5,"[(0, 1, 2), (0, 2, 3), (0, 3, 12), (0, 4, 12), (0, 5, 17), (0, 6, 17), (0, 7, 18), (1, 2, 17), (1, 3, 2), (1, 4, 17), (1, 5, 19), (1, 6, 6), (1, 7, 12), (2, 3, 14), (2, 4, 2), (2, 5, 5), (2, 6, 16), (2, 7, 6), (3, 4, 8), (3, 5, 19), (3, 6, 2), (3, 7, 11), (4, 5, 11), (4, 6, 4), (4, 7, 6), (5, 6, 1), (5, 7, 11), (6, 7, 12)]",18,18,0
8,6,"[(0, 1, 2), (0, 2, 3), (0, 3, 12), (0, 4, 12), (0, 5, 17), (0, 6, 17), (0, 7, 18), (1, 2, 17), (1, 3, 2), (1, 4, 17), (1, 5, 19), (1, 6, 6), (1, 7, 12), (2, 3, 14), (2, 4, 2), (2, 5, 5), (2, 6, 16), (2, 7, 6), (3, 4, 8), (3, 5, 19), (3, 6, 2), (3, 7, 11), (4, 5, 11), (4, 6, 4), (4, 7, 6), (5, 6, 1), (5, 7, 11), (6, 7, 12)]",18,18,0
8,7,"[(0, 1, 2), (0, 2, 3), (0, 3, 12), (0, 4, 12), (0, 5, 17), (0, 6, 17), (0, 7, 18), (1, 2, 17), (1, 3, 2), (1, 4, 17), (1, 5, 19), (1, 6, 6), (1, 7, 12), (2, 3, 14), (2, 4, 2), (2, 5, 5), (2, 6, 16), (2, 7, 6), (3, 4, 8), (3, 5, 19), (3, 6, 2), (3, 7, 11), (4, 5, 11), (4, 6, 4), (4, 7, 6), (5, 6, 1), (5, 7, 11), (6, 7, 12)]",18,18,0
8,2,"[(0, 1, 3), (0, 2, 10), (0, 3, 13), (0, 4, 17), (0, 5, 9), (0, 6, 17), (0, 7, 5), (1, 2, 13), (1, 3, 7), (1, 4, 17), (1, 5, 6), (1, 6, 9), (1, 7, 17), (2, 3, 8), (2, 4, 17), (2, 5, 10), (2, 6, 2), (2, 7, 13), (3, 4, 1), (3, 5, 18), (3, 6, 5), (3, 7, 8), (4, 5, 9), (4, 6, 15), (4, 7, 2), (5, 6, 3), (5, 7, 5), (6, 7, 18)]",23,22,1
8,3,"[(0, 1, 3), (0, 2, 10), (0, 3, 13), (0, 4, 17), (0, 5, 9), (0, 6, 17), (0, 7, 5), (1, 2, 13), (1, 3, 7), (1, 4, 17), (1, 5, 6), (1, 6, 9), (1, 7, 17), (2, 3, 8), (2, 4, 17), (2, 5, 10), (2, 6, 2), (2, 7, 13), (3, 4, 1), (3, 5, 18), (3, 6, 5), (3, 7, 8), (4, 5, 9), (4, 6, 15), (4, 7, 2), (5, 6, 3), (5, 7, 5), (6, 7, 18)]",21,21,0
8,4,"[(0, 1, 3), (0, 2, 10), (0, 3, 13), (0, 4, 17), (0, 5, 9), (0, 6, 17), (0, 7, 5), (1, 2, 13), (1, 3, 7), (1, 4, 17), (1, 5, 6), (1, 6, 9), (1, 7, 17), (2, 3, 8), (2, 4, 17), (2, 5, 10), (2, 6, 2), (2, 7, 13), (3, 4, 1), (3, 5, 18), (3, 6, 5), (3, 7, 8), (4, 5, 9), (4, 6, 15), (4, 7, 2), (5, 6, 3), (5, 7, 5), (6, 7, 18)]",21,21,0
8,5,"[(0, 1, 3), (0, 2, 10), (0, 3, 13), (0, 4, 17), (0, 5, 9), (0, 6, 17), (0, 7, 5), (1, 2, 13), (1, 3, 7), (1, 4, 17), (1, 5, 6), (1, 6, 9), (1, 7, 17), (2, 3, 8), (2, 4, 17), (2, 5, 10), (2, 6, 2), (2, 7, 13), (3, 4, 1), (3, 5, 18), (3, 6, 5), (3, 7, 8), (4, 5, 9), (4, 6, 15), (4, 7, 2), (5, 6, 3), (5, 7, 5), (6, 7, 18)]",21,21,0
8,6,"[(0, 1, 3), (0, 2, 10), (0, 3, 13), (0, 4, 17), (0, 5, 9), (0, 6, 17), (0, 7, 5), (1, 2, 13), (1, 3, 7), (1, 4, 17), (1, 5, 6), (1, 6, 9), (1, 7, 17), (2, 3, 8), (2, 4, 17), (2, 5, 10), (2, 6, 2), (2, 7, 13), (3, 4, 1), (3, 5, 18), (3, 6, 5), (3, 7, 8), (4, 5, 9), (4, 6, 15), (4, 7, 2), (5, 6, 3), (5, 7, 5), (6, 7, 18)]",21,21,0
8,7,"[(0, 1, 3), (0, 2, 10), (0, 3, 13), (0, 4, 17), (0, 5, 9), (0, 6, 17), (0, 7, 5), (1, 2, 13), (1, 3, 7), (1, 4, 17), (1, 5, 6), (1, 6, 9), (1, 7, 17), (2, 3, 8), (2, 4, 17), (2, 5, 10), (2, 6, 2), (2, 7, 13), (3, 4, 1), (3, 5, 18), (3, 6, 5), (3, 7, 8), (4, 5, 9), (4, 6, 15), (4, 7, 2), (5, 6, 3), (5, 7, 5), (6, 7, 18)]",21,21,0
8,2,"[(0, 1, 4), (0, 2, 8), (0, 3, 10), (0, 4, 3), (0, 5, 10), (0, 6, 6), (0, 7, 14), (1, 2, 16), (1, 3, 4), (1, 4, 2), (1, 5, 3), (1, 6, 15), (1, 7, 3), (2, 3, 16), (2, 4, 6), (2, 5, 17), (2, 6, 5), (2, 7, 11), (3, 4, 7), (3, 5, 2), (3, 6, 1), (3, 7, 9), (4, 5, 3), (4, 6, 9), (4, 7, 13), (5, 6, 11), (5, 7, 6), (6, 7, 3)]",22,21,1
8,3,"[(0, 1, 4), (0, 2, 8), (0, 3, 10), (0, 4, 3), (0, 5, 10), (0, 6, 6), (0, 7, 14), (1, 2, 16), (1, 3, 4), (1, 4, 2), (1, 5, 3), (1, 6, 15), (1, 7, 3), (2, 3, 16), (2, 4, 6), (2, 5, 17), (2, 6, 5), (2, 7, 11), (3, 4, 7), (3, 5, 2), (3, 6, 1), (3, 7, 9), (4, 5, 3), (4, 6, 9), (4, 7, 13), (5, 6, 11), (5, 7, 6), (6, 7, 3)]",19,19,0
8,4,"[(0, 1, 4), (0, 2, 8), (0, 3, 10), (0, 4, 3), (0, 5, 10), (0, 6, 6), (0, 7, 14), (1, 2, 16), (1, 3, 4), (1, 4, 2), (1, 5, 3), (1, 6, 15), (1, 7, 3), (2, 3, 16), (2, 4, 6), (2, 5, 17), (2, 6, 5), (2, 7, 11), (3, 4, 7), (3, 5, 2), (3, 6, 1), (3, 7, 9), (4, 5, 3), (4, 6, 9), (4, 7, 13), (5, 6, 11), (5, 7, 6), (6, 7, 3)]",19,19,0
8,5,"[(0, 1, 4), (0, 2, 8), (0, 3, 10), (0, 4, 3), (0, 5, 10), (0, 6, 6), (0, 7, 14), (1, 2, 16), (1, 3, 4), (1, 4, 2), (1, 5, 3), (1, 6, 15), (1, 7, 3), (2, 3, 16), (2, 4, 6), (2, 5, 17), (2, 6, 5), (2, 7, 11), (3, 4, 7), (3, 5, 2), (3, 6, 1), (3, 7, 9), (4, 5, 3), (4, 6, 9), (4, 7, 13), (5, 6, 11), (5, 7, 6), (6, 7, 3)]",19,19,0
8,6,"[(0, 1, 4), (0, 2, 8), (0, 3, 10), (0, 4, 3), (0, 5, 10), (0, 6, 6), (0, 7, 14), (1, 2, 16), (1, 3, 4), (1, 4, 2), (1, 5, 3), (1, 6, 15), (1, 7, 3), (2, 3, 16), (2, 4, 6), (2, 5, 17), (2, 6, 5), (2, 7, 11), (3, 4, 7), (3, 5, 2), (3, 6, 1), (3, 7, 9), (4, 5, 3), (4, 6, 9), (4, 7, 13), (5, 6, 11), (5, 7, 6), (6, 7, 3)]",19,19,0
8,7,"[(0, 1, 4), (0, 2, 8), (0, 3, 10), (0, 4, 3), (0, 5, 10), (0, 6, 6), (0, 7, 14), (1, 2, 16), (1, 3, 4), (1, 4, 2), (1, 5, 3), (1, 6, 15), (1, 7, 3), (2, 3, 16), (2, 4, 6), (2, 5, 17), (2, 6, 5), (2, 7, 11), (3, 4, 7), (3, 5, 2), (3, 6, 1), (3, 7, 9), (4, 5, 3), (4, 6, 9), (4, 7, 13), (5, 6, 11), (5, 7, 6), (6, 7, 3)]",19,19,0
8,2,"[(0, 1, 4), (0, 2, 2), (0, 3, 16), (0, 4, 3), (0, 5, 10), (0, 6, 8), (0, 7, 9), (1, 2, 13), (1, 3, 1), (1, 4, 13), (1, 5, 3), (1, 6, 19), (1, 7, 11), (2, 3, 18), (2, 4, 14), (2, 5, 13), (2, 6, 15), (2, 7, 16), (3, 4, 4), (3, 5, 9), (3, 6, 5), (3, 7, 8), (4, 5, 9), (4, 6, 11), (4, 7, 6), (5, 6, 10), (5, 7, 7), (6, 7, 14)]",34,27,7
8,3,"[(0, 1, 4), (0, 2, 2), (0, 3, 16), (0, 4, 3), (0, 5, 10), (0, 6, 8), (0, 7, 9), (1, 2, 13), (1, 3, 1), (1, 4, 13), (1, 5, 3), (1, 6, 19), (1, 7, 11), (2, 3, 18), (2, 4, 14), (2, 5, 13), (2, 6, 15), (2, 7, 16), (3, 4, 4), (3, 5, 9), (3, 6, 5), (3, 7, 8), (4, 5, 9), (4, 6, 11), (4, 7, 6), (5, 6, 10), (5, 7, 7), (6, 7, 14)]",24,24,0
8,4,"[(0, 1, 4), (0, 2, 2), (0, 3, 16), (0, 4, 3), (0, 5, 10), (0, 6, 8), (0, 7, 9), (1, 2, 13), (1, 3, 1), (1, 4, 13), (1, 5, 3), (1, 6, 19), (1, 7, 11), (2, 3, 18), (2, 4, 14), (2, 5, 13), (2, 6, 15), (2, 7, 16), (3, 4, 4), (3, 5, 9), (3, 6, 5), (3, 7, 8), (4, 5, 9), (4, 6, 11), (4, 7, 6), (5, 6, 10), (5, 7, 7), (6, 7, 14)]",24,24,0
8,5,"[(0, 1, 4), (0, 2, 2), (0, 3, 16), (0, 4, 3), (0, 5, 10), (0, 6, 8), (0, 7, 9), (1, 2, 13), (1, 3, 1), (1, 4, 13), (1, 5, 3), (1, 6, 19), (1, 7, 11), (2, 3, 18), (2, 4, 14), (2, 5, 13), (2, 6, 15), (2, 7, 16), (3, 4, 4), (3, 5, 9), (3, 6, 5), (3, 7, 8), (4, 5, 9), (4, 6, 11), (4, 7, 6), (5, 6, 10), (5, 7, 7), (6, 7, 14)]",24,24,0
