num_nodes,degree,edges,qw_weight,classic_weight,diferenca_entre_pesos
7,2,"[(0, 1, 4), (0, 2, 15), (0, 3, 13), (0, 4, 12), (0, 5, 6), (0, 6, 7), (1, 2, 1), (1, 3, 7), (1, 4, 9), (1, 5, 17), (1, 6, 4), (2, 3, 15), (2, 4, 6), (2, 5, 19), (2, 6, 2), (3, 4, 14), (3, 5, 18), (3, 6, 2), (4, 5, 14), (4, 6, 3), (5, 6, 4)]",29,22,7
7,3,"[(0, 1, 4), (0, 2, 15), (0, 3, 13), (0, 4, 12), (0, 5, 6), (0, 6, 7), (1, 2, 1), (1, 3, 7), (1, 4, 9), (1, 5, 17), (1, 6, 4), (2, 3, 15), (2, 4, 6), (2, 5, 19), (2, 6, 2), (3, 4, 14), (3, 5, 18), (3, 6, 2), (4, 5, 14), (4, 6, 3), (5, 6, 4)]",18,18,0
7,4,"[(0, 1, 4), (0, 2, 15), (0, 3, 13), (0, 4, 12), (0, 5, 6), (0, 6, 7), (1, 2, 1), (1, 3, 7), (1, 4, 9), (1, 5, 17), (1, 6, 4), (2, 3, 15), (2, 4, 6), (2, 5, 19), (2, 6, 2), (3, 4, 14), (3, 5, 18), (3, 6, 2), (4, 5, 14), (4, 6, 3), (5, 6, 4)]",16,16,0
7,5,"[(0, 1, 4), (0, 2, 15), (0, 3, 13), (0, 4, 12), (0, 5, 6), (0, 6, 7), (1, 2, 1), (1, 3, 7), (1, 4, 9), (1, 5, 17), (1, 6, 4), (2, 3, 15), (2, 4, 6), (2, 5, 19), (2, 6, 2), (3, 4, 14), (3, 5, 18), (3, 6, 2), (4, 5, 14), (4, 6, 3), (5, 6, 4)]",16,16,0
7,6,"[(0, 1, 4), (0, 2, 15), (0, 3, 13), (0, 4, 12), (0, 5, 6), (0, 6, 7), (1, 2, 1), (1, 3, 7), (1, 4, 9), (1, 5, 17), (1, 6, 4), (2, 3, 15), (2, 4, 6), (2, 5, 19), (2, 6, 2), (3, 4, 14), (3, 5, 18), (3, 6, 2), (4, 5, 14), (4, 6, 3), (5, 6, 4)]",16,16,0
7,2,"[(0, 1, 5), (0, 2, 16), (0, 3, 16), (0, 4, 10), (0, 5, 13), (0, 6, 17), (1, 2, 2), (1, 3, 9), (1, 4, 2), (1, 5, 14), (1, 6, 5), (2, 3, 10), (2, 4, 17), (2, 5, 13), (2, 6, 1), (3, 4, 16), (3, 5, 4), (3, 6, 12), (4, 5, 11), (4, 6, 8), (5, 6, 15)]",31,30,1
7,3,"[(0, 1, 5), (0, 2, 16), (0, 3, 16), (0, 4, 10), (0, 5, 13), (0, 6, 17), (1, 2, 2), (1, 3, 9), (1, 4, 2), (1, 5, 14), (1, 6, 5), (2, 3, 10), (2, 4, 17), (2, 5, 13), (2, 6, 1), (3, 4, 16), (3, 5, 4), (3, 6, 12), (4, 5, 11), (4, 6, 8), (5, 6, 15)]",24,24,0
7,4,"[(0, 1, 5), (0, 2, 16), (0, 3, 16), (0, 4, 10), (0, 5, 13), (0, 6, 17), (1, 2, 2), (1, 3, 9), (1, 4, 2), (1, 5, 14), (1, 6, 5), (2, 3, 10), (2, 4, 17), (2, 5, 13), (2, 6, 1), (3, 4, 16), (3, 5, 4), (3, 6, 12), (4, 5, 11), (4, 6, 8), (5, 6, 15)]",23,23,0
7,5,"[(0, 1, 5), (0, 2, 16), (0, 3, 16), (0, 4, 10), (0, 5, 13), (0, 6, 17), (1, 2, 2), (1, 3, 9), (1, 4, 2), (1, 5, 14), (1, 6, 5), (2, 3, 10), (2, 4, 17), (2, 5, 13), (2, 6, 1), (3, 4, 16), (3, 5, 4), (3, 6, 12), (4, 5, 11), (4, 6, 8), (5, 6, 15)]",23,23,0
7,6,"[(0, 1, 5), (0, 2, 16), (0, 3, 16), (0, 4, 10), (0, 5, 13), (0, 6, 17), (1, 2, 2), (1, 3, 9), (1, 4, 2), (1, 5, 14), (1, 6, 5), (2, 3, 10), (2, 4, 17), (2, 5, 13), (2, 6, 1), (3, 4, 16), (3, 5, 4), (3, 6, 12), (4, 5, 11), (4, 6, 8), (5, 6, 15)]",23,23,0
7,2,"[(0, 1, 5), (0, 2, 2), (0, 3, 9), (0, 4, 14), (0, 5, 12), (0, 6, 15), (1, 2, 10), (1, 3, 13), (1, 4, 19), (1, 5, 10), (1, 6, 4), (2, 3, 19), (2, 4, 11), (2, 5, 5), (2, 6, 3), (3, 4, 5), (3, 5, 11), (3, 6, 9), (4, 5, 14), (4, 6, 16), (5, 6, 2)]",28,27,1
7,3,"[(0, 1, 5), (0, 2, 2), (0, 3, 9), (0, 4, 14), (0, 5, 12), (0, 6, 15), (1, 2, 10), (1, 3, 13), (1, 4, 19), (1, 5, 10), (1, 6, 4), (2, 3, 19), (2, 4, 11), (2, 5, 5), (2, 6, 3), (3, 4, 5), (3, 5, 11), (3, 6, 9), (4, 5, 14), (4, 6, 16), (5, 6, 2)]",25,25,0
7,4,"[(0, 1, 5), (0, 2, 2), (0, 3, 9), (0, 4, 14), (0, 5, 12), (0, 6, 15), (1, 2, 10), (1, 3, 13), (1, 4, 19), (1, 5, 10), (1, 6, 4), (2, 3, 19), (2, 4, 11), (2, 5, 5), (2, 6, 3), (3, 4, 5), (3, 5, 11), (3, 6, 9), (4, 5, 14), (4, 6, 16), (5, 6, 2)]",25,25,0
7,5,"[(0, 1, 5), (0, 2, 2), (0, 3, 9), (0, 4, 14), (0, 5, 12), (0, 6, 15), (1, 2, 10), (1, 3, 13), (1, 4, 19), (1, 5, 10), (1, 6, 4), (2, 3, 19), (2, 4, 11), (2, 5, 5), (2, 6, 3), (3, 4, 5), (3, 5, 11), (3, 6, 9), (4, 5, 14), (4, 6, 16), (5, 6, 2)]",25,25,0
7,6,"[(0, 1, 5), (0, 2, 2), (0, 3, 9), (0, 4, 14), (0, 5, 12), (0, 6, 15), (1, 2, 10), (1, 3, 13), (1, 4, 19), (1, 5, 10), (1, 6, 4), (2, 3, 19), (2, 4, 11), (2, 5, 5), (2, 6, 3), (3, 4, 5), (3, 5, 11), (3, 6, 9), (4, 5, 14), (4, 6, 16), (5, 6, 2)]",25,25,0
7,2,"[(0, 1, 7), (0, 2, 12), (0, 3, 1), (0, 4, 1), (0, 5, 16), (0, 6, 1), (1, 2, 6), (1, 3, 14), (1, 4, 6), (1, 5, 19), (1, 6, 16), (2, 3, 4), (2, 4, 16), (2, 5, 16), (2, 6, 17), (3, 4, 18), (3, 5, 19), (3, 6, 19), (4, 5, 6), (4, 6, 14), (5, 6, 5)]",23,23,0
7,3,"[(0, 1, 7), (0, 2, 12), (0, 3, 1), (0, 4, 1), (0, 5, 16), (0, 6, 1), (1, 2, 6), (1, 3, 14), (1, 4, 6), (1, 5, 19), (1, 6, 16), (2, 3, 4), (2, 4, 16), (2, 5, 16), (2, 6, 17), (3, 4, 18), (3, 5, 19), (3, 6, 19), (4, 5, 6), (4, 6, 14), (5, 6, 5)]",18,18,0
7,4,"[(0, 1, 7), (0, 2, 12), (0, 3, 1), (0, 4, 1), (0, 5, 16), (0, 6, 1), (1, 2, 6), (1, 3, 14), (1, 4, 6), (1, 5, 19), (1, 6, 16), (2, 3, 4), (2, 4, 16), (2, 5, 16), (2, 6, 17), (3, 4, 18), (3, 5, 19), (3, 6, 19), (4, 5, 6), (4, 6, 14), (5, 6, 5)]",18,18,0
7,5,"[(0, 1, 7), (0, 2, 12), (0, 3, 1), (0, 4, 1), (0, 5, 16), (0, 6, 1), (1, 2, 6), (1, 3, 14), (1, 4, 6), (1, 5, 19), (1, 6, 16), (2, 3, 4), (2, 4, 16), (2, 5, 16), (2, 6, 17), (3, 4, 18), (3, 5, 19), (3, 6, 19), (4, 5, 6), (4, 6, 14), (5, 6, 5)]",18,18,0
7,6,"[(0, 1, 7), (0, 2, 12), (0, 3, 1), (0, 4, 1), (0, 5, 16), (0, 6, 1), (1, 2, 6), (1, 3, 14), (1, 4, 6), (1, 5, 19), (1, 6, 16), (2, 3, 4), (2, 4, 16), (2, 5, 16), (2, 6, 17), (3, 4, 18), (3, 5, 19), (3, 6, 19), (4, 5, 6), (4, 6, 14), (5, 6, 5)]",18,18,0
7,2,"[(0, 1, 9), (0, 2, 7), (0, 3, 15), (0, 4, 6), (0, 5, 11), (0, 6, 17), (1, 2, 5), (1, 3, 9), (1, 4, 5), (1, 5, 13), (1, 6, 3), (2, 3, 2), (2, 4, 7), (2, 5, 1), (2, 6, 7), (3, 4, 2), (3, 5, 10), (3, 6, 5), (4, 5, 18), (4, 6, 15), (5, 6, 16)]",24,22,2
7,3,"[(0, 1, 9), (0, 2, 7), (0, 3, 15), (0, 4, 6), (0, 5, 11), (0, 6, 17), (1, 2, 5), (1, 3, 9), (1, 4, 5), (1, 5, 13), (1, 6, 3), (2, 3, 2), (2, 4, 7), (2, 5, 1), (2, 6, 7), (3, 4, 2), (3, 5, 10), (3, 6, 5), (4, 5, 18), (4, 6, 15), (5, 6, 16)]",19,19,0
7,4,"[(0, 1, 9), (0, 2, 7), (0, 3, 15), (0, 4, 6), (0, 5, 11), (0, 6, 17), (1, 2, 5), (1, 3, 9), (1, 4, 5), (1, 5, 13), (1, 6, 3), (2, 3, 2), (2, 4, 7), (2, 5, 1), (2, 6, 7), (3, 4, 2), (3, 5, 10), (3, 6, 5), (4, 5, 18), (4, 6, 15), (5, 6, 16)]",19,19,0
7,5,"[(0, 1, 9), (0, 2, 7), (0, 3, 15), (0, 4, 6), (0, 5, 11), (0, 6, 17), (1, 2, 5), (1, 3, 9), (1, 4, 5), (1, 5, 13), (1, 6, 3), (2, 3, 2), (2, 4, 7), (2, 5, 1), (2, 6, 7), (3, 4, 2), (3, 5, 10), (3, 6, 5), (4, 5, 18), (4, 6, 15), (5, 6, 16)]",19,19,0
7,6,"[(0, 1, 9), (0, 2, 7), (0, 3, 15), (0, 4, 6), (0, 5, 11), (0, 6, 17), (1, 2, 5), (1, 3, 9), (1, 4, 5), (1, 5, 13), (1, 6, 3), (2, 3, 2), (2, 4, 7), (2, 5, 1), (2, 6, 7), (3, 4, 2), (3, 5, 10), (3, 6, 5), (4, 5, 18), (4, 6, 15), (5, 6, 16)]",19,19,0
7,2,"[(0, 1, 3), (0, 2, 2), (0, 3, 1), (0, 4, 1), (0, 5, 5), (0, 6, 7), (1, 2, 19), (1, 3, 11), (1, 4, 18), (1, 5, 15), (1, 6, 9), (2, 3, 18), (2, 4, 4), (2, 5, 8), (2, 6, 14), (3, 4, 11), (3, 5, 19), (3, 6, 14), (4, 5, 10), (4, 6, 8), (5, 6, 12)]",34,33,1
7,3,"[(0, 1, 3), (0, 2, 2), (0, 3, 1), (0, 4, 1), (0, 5, 5), (0, 6, 7), (1, 2, 19), (1, 3, 11), (1, 4, 18), (1, 5, 15), (1, 6, 9), (2, 3, 18), (2, 4, 4), (2, 5, 8), (2, 6, 14), (3, 4, 11), (3, 5, 19), (3, 6, 14), (4, 5, 10), (4, 6, 8), (5, 6, 12)]",29,25,4
7,4,"[(0, 1, 3), (0, 2, 2), (0, 3, 1), (0, 4, 1), (0, 5, 5), (0, 6, 7), (1, 2, 19), (1, 3, 11), (1, 4, 18), (1, 5, 15), (1, 6, 9), (2, 3, 18), (2, 4, 4), (2, 5, 8), (2, 6, 14), (3, 4, 11), (3, 5, 19), (3, 6, 14), (4, 5, 10), (4, 6, 8), (5, 6, 12)]",23,22,1
7,5,"[(0, 1, 3), (0, 2, 2), (0, 3, 1), (0, 4, 1), (0, 5, 5), (0, 6, 7), (1, 2, 19), (1, 3, 11), (1, 4, 18), (1, 5, 15), (1, 6, 9), (2, 3, 18), (2, 4, 4), (2, 5, 8), (2, 6, 14), (3, 4, 11), (3, 5, 19), (3, 6, 14), (4, 5, 10), (4, 6, 8), (5, 6, 12)]",20,20,0
7,6,"[(0, 1, 3), (0, 2, 2), (0, 3, 1), (0, 4, 1), (0, 5, 5), (0, 6, 7), (1, 2, 19), (1, 3, 11), (1, 4, 18), (1, 5, 15), (1, 6, 9), (2, 3, 18), (2, 4, 4), (2, 5, 8), (2, 6, 14), (3, 4, 11), (3, 5, 19), (3, 6, 14), (4, 5, 10), (4, 6, 8), (5, 6, 12)]",19,19,0
7,2,"[(0, 1, 8), (0, 2, 14), (0, 3, 15), (0, 4, 4), (0, 5, 9), (0, 6, 16), (1, 2, 15), (1, 3, 4), (1, 4, 19), (1, 5, 9), (1, 6, 5), (2, 3, 2), (2, 4, 17), (2, 5, 16), (2, 6, 11), (3, 4, 6), (3, 5, 16), (3, 6, 4), (4, 5, 19), (4, 6, 8), (5, 6, 5)]",39,29,10
7,3,"[(0, 1, 8), (0, 2, 14), (0, 3, 15), (0, 4, 4), (0, 5, 9), (0, 6, 16), (1, 2, 15), (1, 3, 4), (1, 4, 19), (1, 5, 9), (1, 6, 5), (2, 3, 2), (2, 4, 17), (2, 5, 16), (2, 6, 11), (3, 4, 6), (3, 5, 16), (3, 6, 4), (4, 5, 19), (4, 6, 8), (5, 6, 5)]",27,26,1
7,4,"[(0, 1, 8), (0, 2, 14), (0, 3, 15), (0, 4, 4), (0, 5, 9), (0, 6, 16), (1, 2, 15), (1, 3, 4), (1, 4, 19), (1, 5, 9), (1, 6, 5), (2, 3, 2), (2, 4, 17), (2, 5, 16), (2, 6, 11), (3, 4, 6), (3, 5, 16), (3, 6, 4), (4, 5, 19), (4, 6, 8), (5, 6, 5)]",25,25,0
7,5,"[(0, 1, 8), (0, 2, 14), (0, 3, 15), (0, 4, 4), (0, 5, 9), (0, 6, 16), (1, 2, 15), (1, 3, 4), (1, 4, 19), (1, 5, 9), (1, 6, 5), (2, 3, 2), (2, 4, 17), (2, 5, 16), (2, 6, 11), (3, 4, 6), (3, 5, 16), (3, 6, 4), (4, 5, 19), (4, 6, 8), (5, 6, 5)]",25,25,0
7,6,"[(0, 1, 8), (0, 2, 14), (0, 3, 15), (0, 4, 4), (0, 5, 9), (0, 6, 16), (1, 2, 15), (1, 3, 4), (1, 4, 19), (1, 5, 9), (1, 6, 5), (2, 3, 2), (2, 4, 17), (2, 5, 16), (2, 6, 11), (3, 4, 6), (3, 5, 16), (3, 6, 4), (4, 5, 19), (4, 6, 8), (5, 6, 5)]",25,25,0
7,2,"[(0, 1, 16), (0, 2, 13), (0, 3, 18), (0, 4, 15), (0, 5, 2), (0, 6, 1), (1, 2, 1), (1, 3, 5), (1, 4, 12), (1, 5, 15), (1, 6, 10), (2, 3, 11), (2, 4, 7), (2, 5, 7), (2, 6, 6), (3, 4, 19), (3, 5, 7), (3, 6, 7), (4, 5, 8), (4, 6, 8), (5, 6, 11)]",23,23,0
7,3,"[(0, 1, 16), (0, 2, 13), (0, 3, 18), (0, 4, 15), (0, 5, 2), (0, 6, 1), (1, 2, 1), (1, 3, 5), (1, 4, 12), (1, 5, 15), (1, 6, 10), (2, 3, 11), (2, 4, 7), (2, 5, 7), (2, 6, 6), (3, 4, 19), (3, 5, 7), (3, 6, 7), (4, 5, 8), (4, 6, 8), (5, 6, 11)]",22,22,0
7,4,"[(0, 1, 16), (0, 2, 13), (0, 3, 18), (0, 4, 15), (0, 5, 2), (0, 6, 1), (1, 2, 1), (1, 3, 5), (1, 4, 12), (1, 5, 15), (1, 6, 10), (2, 3, 11), (2, 4, 7), (2, 5, 7), (2, 6, 6), (3, 4, 19), (3, 5, 7), (3, 6, 7), (4, 5, 8), (4, 6, 8), (5, 6, 11)]",22,22,0
7,5,"[(0, 1, 16), (0, 2, 13), (0, 3, 18), (0, 4, 15), (0, 5, 2), (0, 6, 1), (1, 2, 1), (1, 3, 5), (1, 4, 12), (1, 5, 15), (1, 6, 10), (2, 3, 11), (2, 4, 7), (2, 5, 7), (2, 6, 6), (3, 4, 19), (3, 5, 7), (3, 6, 7), (4, 5, 8), (4, 6, 8), (5, 6, 11)]",22,22,0
7,6,"[(0, 1, 16), (0, 2, 13), (0, 3, 18), (0, 4, 15), (0, 5, 2), (0, 6, 1), (1, 2, 1), (1, 3, 5), (1, 4, 12), (1, 5, 15), (1, 6, 10), (2, 3, 11), (2, 4, 7), (2, 5, 7), (2, 6, 6), (3, 4, 19), (3, 5, 7), (3, 6, 7), (4, 5, 8), (4, 6, 8), (5, 6, 11)]",22,22,0
7,2,"[(0, 1, 15), (0, 2, 7), (0, 3, 11), (0, 4, 18), (0, 5, 5), (0, 6, 15), (1, 2, 14), (1, 3, 2), (1, 4, 12), (1, 5, 10), (1, 6, 6), (2, 3, 15), (2, 4, 15), (2, 5, 15), (2, 6, 17), (3, 4, 1), (3, 5, 11), (3, 6, 15), (4, 5, 10), (4, 6, 5), (5, 6, 10)]",30,30,0
7,3,"[(0, 1, 15), (0, 2, 7), (0, 3, 11), (0, 4, 18), (0, 5, 5), (0, 6, 15), (1, 2, 14), (1, 3, 2), (1, 4, 12), (1, 5, 10), (1, 6, 6), (2, 3, 15), (2, 4, 15), (2, 5, 15), (2, 6, 17), (3, 4, 1), (3, 5, 11), (3, 6, 15), (4, 5, 10), (4, 6, 5), (5, 6, 10)]",30,30,0
7,4,"[(0, 1, 15), (0, 2, 7), (0, 3, 11), (0, 4, 18), (0, 5, 5), (0, 6, 15), (1, 2, 14), (1, 3, 2), (1, 4, 12), (1, 5, 10), (1, 6, 6), (2, 3, 15), (2, 4, 15), (2, 5, 15), (2, 6, 17), (3, 4, 1), (3, 5, 11), (3, 6, 15), (4, 5, 10), (4, 6, 5), (5, 6, 10)]",30,30,0
